phylum,class,order,family,genus,species,asv_id,ndf,ddf,f.value,p.value,fdr.bh
Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Rubritaleaceae,Rubritalea,Rubritalea tangerina,ASV2297,4,23.12054762979577,2.7196920730217466,0.05444741953495884,0.38260825478385097
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV2305,4,91.32619240735586,0.49822892874198443,0.7370623078120018,0.8919318712435411
Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Halobacteriovoraceae,Halobacteriovorax,NA,ASV2310,4,78.52072501110243,2.6322392633073486,0.040358193923303406,0.33673642792971
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV2322,4,20.963253056126252,1.3961696612517047,0.269586375995954,0.6850353563978849
Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Curvibacter,Curvibacter lanceolatus,ASV2325,4,76.87137130176194,0.4676973966835264,0.7592442445349326,0.8991930495634638
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV2327,4,69.8482448486101,0.9332279889844146,0.44986627380266586,0.778726317748266
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV2328,4,70.11906846924332,1.6209868579959557,0.1786061581423092,0.5866790839612261
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Salinimonas,NA,ASV2330,4,93.99999999826912,3.5116272299309927,0.010213774908215777,0.17246688487872927
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA,NA,ASV2342,4,93.99999999776477,1.1991212343088908,0.316426140080714,0.7074345743959134
Bacteroidota,Saprospiria,Saprospirales,Lewinellaceae,Lewinella,Lewinella cohaerens,ASV2346,4,94.00000000039904,0.9301051994095795,0.44999496793626426,0.778726317748266
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Stieleria,Stieleria varia,ASV2348,4,91.22812564534193,1.2911011252868332,0.279384079468241,0.690812104206394
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella algicola,ASV2357,4,11.428519120355602,0.3434531987708813,0.8432936239336324,0.9367061841340869
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV2359,4,10.472076847526047,2.1721900148018527,0.14267592720951172,0.5382223646941092
Bacteroidota,Flavobacteriia,Flavobacteriales,Owenweeksiaceae,Croceimicrobium,Croceimicrobium hydrocarbonivorans,ASV2370,4,21.95352811912065,0.9480125087333873,0.45518750329274626,0.7810833965286793
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum amylolyticum,ASV2373,4,25.019708721393012,1.1858982042076724,0.3411866779735529,0.735179445975965
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA,ASV2379,4,11.438123805435914,2.4157919437499134,0.1090384400937584,0.48755755234396425
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV2382,4,79.83075469775179,1.3316582808572868,0.26543089095357175,0.6850353563978849
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV2383,4,10.928649685370313,0.6598772281878106,0.632564255641477,0.8460284933692535
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV2388,4,91.23279787362124,0.6526731747229247,0.6264632826556977,0.8447851506901833
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marisediminitalea,Marisediminitalea aggregata,ASV2395,4,22.831420917413823,1.961317772550446,0.13454550089057932,0.5217092925452669
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV2404,4,12.448327548024887,0.7042591918758243,0.6035554960584919,0.8397818013334163
Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Fuerstiella,Fuerstiella marisgermanici,ASV2405,4,91.2617790813343,0.062133030378191845,0.9927593768103831,0.996583792807556
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Chromohalobacter,NA,ASV2406,4,23.409420606956015,0.4636399230718124,0.7616802345136161,0.9002352446031328
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aureicoccus,Aureicoccus marinus,ASV2411,4,21.256513521549476,0.9257485526999032,0.4675469796472661,0.786221558205855
Pseudomonadota,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Sneathiella,NA,ASV2412,4,82.04564591012155,0.9318516455651302,0.4496966114324964,0.778726317748266
Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Verrucomicrobiaceae,Haloferula,Haloferula phyci,ASV2413,4,9.851811933225635,2.607417118729151,0.10080364202301537,0.48555478071352826
Actinomycetota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Ilumatobacter,Ilumatobacter fluminis,ASV2424,4,23.50348636944007,0.5747187833615581,0.6836894450470572,0.8698825877778489
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV2427,4,26.520187486858113,1.5444157553906233,0.21817842087403946,0.639931950321052
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas ascidiicola,ASV2431,4,26.340135001805358,1.574205989656355,0.21042564070992895,0.6296787527066734
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV2447,4,91.07637553228467,0.7567675896825898,0.5561060867192741,0.8320473348128885
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV2456,4,12.297683877452023,0.22308094480065999,0.9204458725628522,0.9663719056396489
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV2457,4,11.45827851368546,0.43781850819675927,0.7789678182887465,0.9071329667165502
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV2468,4,79.05604039921752,2.941055168301865,0.0254268520335554,0.2707616135465089
Bacteroidota,Saprospiria,Saprospirales,Saprospiraceae,NA,NA,ASV2482,4,66.65853545889134,0.2308483489434167,0.9201162299090315,0.9663719056396489
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV2484,4,24.84275609981991,1.7512762006537397,0.17058248120610062,0.5777320710189424
Bacteroidota,Cytophagia,Cytophagales,NA,NA,NA,ASV2493,4,91.40294856603013,0.6011293711705841,0.6627711396185886,0.8604601158495723
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Salinimonas,Salinimonas iocasae,ASV2498,4,81.59477476521025,0.6409996432319248,0.6347774425190289,0.8460284933692535
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ruegeria,NA,ASV2501,4,11.699551317139147,0.5410566382784681,0.708854015285,0.882499862640713
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Allomuricauda,Allomuricauda amphidinii,ASV2504,4,93.99999999817496,0.11819415822561422,0.9757404942497375,0.989978767556386
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV2509,4,25.513899376465336,1.4641658406688676,0.2422411861138211,0.6627988008947605
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,NA,NA,NA,ASV2526,4,91.18943616024389,1.04178254572849,0.3901408856994961,0.7522412760298702
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV2535,4,90.74987947956907,1.4631929099227599,0.2199450263379252,0.639931950321052
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV2546,4,91.16659592489478,0.8429201190786442,0.5015457228255857,0.8043786219536532
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV2550,4,22.923115722302565,2.3182126296755508,0.08763517396183607,0.4453338213294764
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV2554,4,94.00000000005322,0.2968311666421064,0.879354652885484,0.9474906104928369
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,ASV2561,4,24.045297656172774,2.0598256972120277,0.11774151995679565,0.5038770010212801
Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA,ASV2562,4,74.4537325523011,0.8042552924802623,0.5263322932363941,0.8142994379652065
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV2563,4,93.99999999849524,0.5319854639166761,0.712516715156039,0.882499862640713
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA,ASV2564,4,10.816631853117196,1.0404780580074244,0.43033054652081243,0.7700873739336882
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Tritonibacter,NA,ASV2565,4,91.28293998803646,2.7742189263193673,0.031639359647388836,0.3037206325627234
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,NA,NA,ASV2573,4,25.62481207602981,1.9441221151945232,0.1334953474102346,0.5217092925452669
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,NA,NA,NA,ASV2575,4,12.30282849448279,3.6134769222351473,0.03631803330837879,0.32035757739181886
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV2577,4,81.76688144195789,0.4915274000796244,0.7419363629985325,0.8937704733896752
Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,NA,NA,ASV2585,4,64.19849211349062,0.6951513023229307,0.5980632021223458,0.8397471426623182
Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Roseateles,NA,ASV2589,4,23.66803109311669,2.2747354332714425,0.09124853104942277,0.45701594788312594
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV2604,4,25.68040640400355,0.4869368319718371,0.7451922633876722,0.8951394871181184
Bacteroidota,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,NA,ASV2605,4,26.18491323951598,0.2803645320429541,0.8880157886674888,0.9498922593961261
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV2606,4,93.99999999812452,1.067359667894472,0.37713448561133067,0.7472161139564862
Pseudomonadota,NA,NA,NA,NA,NA,ASV2607,4,23.55980530526865,0.8979914108915545,0.48085344708864175,0.790498990902329
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,NA,NA,ASV2617,4,17.789083602575793,1.4216215851876233,0.2675928780201675,0.6850353563978849
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,NA,NA,NA,ASV2624,4,91.09127184267402,0.7858916421105717,0.5372620730888658,0.8209926908714722
Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA,ASV2629,4,91.05597345200914,0.06500631000965017,0.9921051198648729,0.996583792807556
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV2635,4,22.822612653233723,0.790676854088653,0.5432792213791106,0.8232769739360367
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Croceivirga,Croceivirga lutea,ASV2644,4,91.23824622288265,1.3506402293499888,0.2573537373230923,0.6820451065378813
Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,ASV2645,4,91.32287877873144,2.0550010259379365,0.0932046818873632,0.4628904789532071
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV2653,4,74.81368442770147,2.0013703141147827,0.10297804230133704,0.48755755234396425
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA,ASV2660,4,91.4055930585068,0.462387808861855,0.7631435829884424,0.9002352446031328
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Catenovulum,Catenovulum agarivorans,ASV2664,4,90.926544615495,1.0764663094655578,0.37286535917435787,0.7472161139564862
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,NA,ASV2666,4,93.99999999977253,1.6785466951830559,0.16145238132880954,0.5623085890666337
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,NA,NA,NA,ASV2667,4,91.13456517829604,1.268085907995458,0.2883415635139447,0.6953455855497098
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA,ASV2679,4,80.30008971997916,1.7210961318757043,0.1534232504976503,0.5562769389209283
Verrucomicrobiota,Opitutia,Puniceicoccales,Coraliomargaritaceae,Coraliomargarita,NA,ASV2689,4,23.74426153282378,0.08787506520693157,0.9853695430968896,0.9954758973850628
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,NA,NA,ASV2696,4,22.88739375218567,1.4498287827272602,0.24993898137072798,0.6687114741231736
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV2700,4,91.09514470154188,1.321793226957711,0.26784139477372215,0.6850353563978849
Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA,ASV2702,4,27.179145689539066,0.6548827152032357,0.6285002255795571,0.8451504739875273
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV2710,4,23.26093499265815,0.5800881329882789,0.6800123566368486,0.8698825877778489
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Bremerella,NA,ASV2713,4,93.99999999892464,0.2954464689271124,0.8802615549879046,0.9476039690306952
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Nonlabens,Nonlabens tegetincola,ASV2720,4,10.71502652497529,1.0573926796309923,0.42329608228859816,0.7700873739336882
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,Marinomonas communis,ASV2726,4,26.670127480851136,0.9261537242647848,0.46354850522688706,0.7861037778740035
Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,ASV2735,4,90.8094059398972,0.8486485093142853,0.49806325648774574,0.8043786219536532
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Roseibium,Roseibium hamelinense,ASV2736,4,24.60022605572778,0.3870358238506833,0.8158000340424768,0.9204394956388764
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum skagerrakense,ASV2737,4,62.63851786147356,0.5431040295848876,0.7046493945447982,0.882499862640713
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Allomuricauda,NA,ASV2740,4,66.70901852204992,1.9519531177707963,0.11203933605954267,0.4883197560454472
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV2751,4,22.273085255025435,0.5291037251998174,0.7155451566099665,0.8837767765025919
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella flava,ASV2756,4,61.50776853825735,0.3007709548826073,0.8763414505654841,0.9473371232292774
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ruegeria,NA,ASV2759,4,93.99999999972074,0.22223310288432613,0.925404183065234,0.9663719056396489
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV2769,4,25.808715741847053,0.24276017672906997,0.9114065291673805,0.963580069298608
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV2771,4,93.99999999856618,1.7623064886785416,0.14297954527406964,0.5382223646941092
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV2775,4,14.976636231621091,0.7373147173908347,0.5809115178414809,0.8363427699008896
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV2780,4,23.844782114534922,0.99772570618379,0.42813374911701707,0.7700873739336882
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV2805,4,75.29348873877441,2.143619344931628,0.08362206486444232,0.4404573274558503
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV2811,4,91.42563496587869,2.3948471788330243,0.05609811165565454,0.38507805118465777
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV2832,4,23.859143897748062,0.9101115957124946,0.47400387896774854,0.786221558205855
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV2839,4,24.660975612897253,0.9359485369276599,0.45951622288423566,0.7837636009367482
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas montiporae,ASV2850,4,93.99999999739593,1.1964875458154067,0.31755390876811757,0.7074345743959134
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV2853,4,27.189916643343448,1.6379957710161823,0.1933744351932264,0.6078951659531745
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,NA,ASV2860,4,93.99999999957586,0.36776222408366954,0.8310457606907949,0.9300548035177209
Bacteroidota,Saprospiria,Saprospirales,Lewinellaceae,NA,NA,ASV2864,4,93.9999999970145,2.388512886283136,0.05641506363603564,0.38507805118465777
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Mariniblastus,Mariniblastus fucicola,ASV2866,4,91.519021581525,0.6788869317583055,0.6083311236263341,0.8397818013334163
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV2870,4,26.538231951144752,0.7019604896293049,0.5975569762283321,0.8397471426623182
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Marinicella,Marinicella litoralis,ASV2880,4,91.20222728158829,1.813335153430049,0.13301175330982248,0.5217092925452669
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV2890,4,91.13764192684933,0.5606262902028136,0.6918068925393991,0.8764370278473416
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV2892,4,24.508098464435587,0.6043424568015635,0.6631803430955672,0.8604601158495723
Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Ponticaulis,Ponticaulis koreensis,ASV2893,4,54.78914000238269,3.4538683924305293,0.01376270426909482,0.21126644735155944
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV2894,4,22.437063718440818,1.8779317415916754,0.1494196089649549,0.5536321705949483
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,NA,ASV2904,4,91.01024600800936,0.5153520085021228,0.7246059102892086,0.8884690725745277
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,NA,ASV2910,4,91.05479907225109,0.22524091347825756,0.9236523685083065,0.9663719056396489
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV2912,4,20.91301071108791,0.3418337953647496,0.846616494739265,0.9378638207889515
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,Alcanivorax jadensis,ASV2922,4,24.057749533734643,0.7107108293507522,0.5926165224733881,0.8372908765498263
Myxococcota,NA,Nannocystales,Nannocystaceae,NA,NA,ASV2929,4,25.100373063942342,1.145663071511026,0.35808358425450976,0.7409027613313939
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV2938,4,66.99251513269267,0.9399796688912566,0.4463609822535639,0.778726317748266
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Bremerella,NA,ASV2946,4,13.486404399689395,0.9407126534566842,0.47010917653502526,0.786221558205855
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV2949,4,13.426571237698091,0.7413378844284699,0.5800446646252806,0.8363427699008896
